SINTESI GENER 2021;;;;;;;;
;Número;var. Interanual (%);;;;;;
Viatgers;47.937;-74,5%;;;;;;
Pernoctacions;117.715;-69,1%;;;;;;
Empleats;2.002;-56,9%;;;;;;
;;;;;;;;
;Pes s/total (%) domèstic;Pes s/total (%) estranger;;;;;;
Viatgers;82,22;17,8;;;;;;
Pernoctacions;82,6;17,4;;;;;;
;;;;;;;;
Font: Elaboració pròpia del LABturisme en base a dades de l'Enquesta d'ocupació en allotjaments de l'INE.;;;;;;;;
